seed,N,MixingLevel,metric_name,value
0,5,0,tau,0.03126084925606891
0,5,0,alpha,0.2
0,5,0,m_pred,3.0
0,5,0,acc,0.6
0,5,0,precision,0.3333333333333333
0,5,0,recall,1.0
0,5,0,f1,0.5
0,5,0,roc_auc,0.75
0,5,0,pr_auc,0.5
0,5,0,fp_per_scenario,2.0
0,5,0,fp_per_user,0.5
0,5,0,top1,0.0
0,5,0,top3,1.0
0,5,0,top5,1.0
0,5,1,tau,0.0398942023515702
0,5,1,alpha,0.2
0,5,1,m_pred,3.0
0,5,1,acc,0.6
0,5,1,precision,0.3333333333333333
0,5,1,recall,1.0
0,5,1,f1,0.5
0,5,1,roc_auc,1.0
0,5,1,pr_auc,1.0
0,5,1,fp_per_scenario,2.0
0,5,1,fp_per_user,0.5
0,5,1,top1,1.0
0,5,1,top3,1.0
0,5,1,top5,1.0
0,5,2,tau,0.014846012182533749
0,5,2,alpha,0.2
0,5,2,m_pred,3.0
0,5,2,acc,0.6
0,5,2,precision,0.3333333333333333
0,5,2,recall,1.0
0,5,2,f1,0.5
0,5,2,roc_auc,0.75
0,5,2,pr_auc,0.5
0,5,2,fp_per_scenario,2.0
0,5,2,fp_per_user,0.5
0,5,2,top1,0.0
0,5,2,top3,1.0
0,5,2,top5,1.0
0,5,3,tau,0.006043387204408651
0,5,3,alpha,0.2
0,5,3,m_pred,3.0
0,5,3,acc,0.6
0,5,3,precision,0.3333333333333333
0,5,3,recall,1.0
0,5,3,f1,0.5
0,5,3,roc_auc,1.0
0,5,3,pr_auc,1.0
0,5,3,fp_per_scenario,2.0
0,5,3,fp_per_user,0.5
0,5,3,top1,1.0
0,5,3,top3,1.0
0,5,3,top5,1.0
0,5,4,tau,0.0173189003020525
0,5,4,alpha,0.2
0,5,4,m_pred,3.0
0,5,4,acc,0.6
0,5,4,precision,0.3333333333333333
0,5,4,recall,1.0
0,5,4,f1,0.5
0,5,4,roc_auc,1.0
0,5,4,pr_auc,1.0
0,5,4,fp_per_scenario,2.0
0,5,4,fp_per_user,0.5
0,5,4,top1,1.0
0,5,4,top3,1.0
0,5,4,top5,1.0
0,5,5,tau,0.0035864010453224566
0,5,5,alpha,0.2
0,5,5,m_pred,3.0
0,5,5,acc,0.6
0,5,5,precision,0.3333333333333333
0,5,5,recall,1.0
0,5,5,f1,0.5
0,5,5,roc_auc,0.75
0,5,5,pr_auc,0.5
0,5,5,fp_per_scenario,2.0
0,5,5,fp_per_user,0.5
0,5,5,top1,0.0
0,5,5,top3,1.0
0,5,5,top5,1.0
0,10,0,tau,0.0819252245128157
0,10,0,alpha,0.1
0,10,0,m_pred,3.0
0,10,0,acc,0.6
0,10,0,precision,0.0
0,10,0,recall,0.0
0,10,0,f1,0.0
0,10,0,roc_auc,0.6666666666666667
0,10,0,pr_auc,0.25
0,10,0,fp_per_scenario,3.0
0,10,0,fp_per_user,0.3333333333333333
0,10,0,top1,0.0
0,10,0,top3,0.0
0,10,0,top5,1.0
0,10,1,tau,0.03898197356611491
0,10,1,alpha,0.1
0,10,1,m_pred,3.0
0,10,1,acc,0.8
0,10,1,precision,0.3333333333333333
0,10,1,recall,1.0
0,10,1,f1,0.5
0,10,1,roc_auc,0.8888888888888888
0,10,1,pr_auc,0.5
0,10,1,fp_per_scenario,2.0
0,10,1,fp_per_user,0.2222222222222222
0,10,1,top1,0.0
0,10,1,top3,1.0
0,10,1,top5,1.0
0,10,2,tau,0.019107031449675592
0,10,2,alpha,0.1
0,10,2,m_pred,3.0
0,10,2,acc,0.8
0,10,2,precision,0.3333333333333333
0,10,2,recall,1.0
0,10,2,f1,0.5
0,10,2,roc_auc,0.8888888888888888
0,10,2,pr_auc,0.5
0,10,2,fp_per_scenario,2.0
0,10,2,fp_per_user,0.2222222222222222
0,10,2,top1,0.0
0,10,2,top3,1.0
0,10,2,top5,1.0
0,10,3,tau,0.011736721522174805
0,10,3,alpha,0.1
0,10,3,m_pred,3.0
0,10,3,acc,0.8
0,10,3,precision,0.3333333333333333
0,10,3,recall,1.0
0,10,3,f1,0.5
0,10,3,roc_auc,0.7777777777777778
0,10,3,pr_auc,0.3333333333333333
0,10,3,fp_per_scenario,2.0
0,10,3,fp_per_user,0.2222222222222222
0,10,3,top1,0.0
0,10,3,top3,1.0
0,10,3,top5,1.0
0,10,4,tau,0.02048122708220035
0,10,4,alpha,0.1
0,10,4,m_pred,3.0
0,10,4,acc,0.6
0,10,4,precision,0.0
0,10,4,recall,0.0
0,10,4,f1,0.0
0,10,4,roc_auc,0.6666666666666667
0,10,4,pr_auc,0.25
0,10,4,fp_per_scenario,3.0
0,10,4,fp_per_user,0.3333333333333333
0,10,4,top1,0.0
0,10,4,top3,0.0
0,10,4,top5,1.0
0,10,5,tau,0.014534959162119786
0,10,5,alpha,0.1
0,10,5,m_pred,3.0
0,10,5,acc,0.8
0,10,5,precision,0.3333333333333333
0,10,5,recall,1.0
0,10,5,f1,0.5
0,10,5,roc_auc,0.7777777777777778
0,10,5,pr_auc,0.3333333333333333
0,10,5,fp_per_scenario,2.0
0,10,5,fp_per_user,0.2222222222222222
0,10,5,top1,0.0
0,10,5,top3,1.0
0,10,5,top5,1.0
0,20,0,tau,0.06376959793269764
0,20,0,alpha,0.05
0,20,0,m_pred,3.0
0,20,0,acc,0.8
0,20,0,precision,0.0
0,20,0,recall,0.0
0,20,0,f1,0.0
0,20,0,roc_auc,0.8421052631578947
0,20,0,pr_auc,0.25
0,20,0,fp_per_scenario,3.0
0,20,0,fp_per_user,0.15789473684210525
0,20,0,top1,0.0
0,20,0,top3,0.0
0,20,0,top5,1.0
0,20,1,tau,0.024905163003131756
0,20,1,alpha,0.05
0,20,1,m_pred,3.0
0,20,1,acc,0.9
0,20,1,precision,0.3333333333333333
0,20,1,recall,1.0
0,20,1,f1,0.5
0,20,1,roc_auc,0.8947368421052632
0,20,1,pr_auc,0.3333333333333333
0,20,1,fp_per_scenario,2.0
0,20,1,fp_per_user,0.10526315789473684
0,20,1,top1,0.0
0,20,1,top3,1.0
0,20,1,top5,1.0
0,20,2,tau,0.02348321378231049
0,20,2,alpha,0.05
0,20,2,m_pred,3.0
0,20,2,acc,0.8
0,20,2,precision,0.0
0,20,2,recall,0.0
0,20,2,f1,0.0
0,20,2,roc_auc,0.7894736842105263
0,20,2,pr_auc,0.2
0,20,2,fp_per_scenario,3.0
0,20,2,fp_per_user,0.15789473684210525
0,20,2,top1,0.0
0,20,2,top3,0.0
0,20,2,top5,1.0
0,20,3,tau,0.01821058086352423
0,20,3,alpha,0.05
0,20,3,m_pred,3.0
0,20,3,acc,0.9
0,20,3,precision,0.3333333333333333
0,20,3,recall,1.0
0,20,3,f1,0.5
0,20,3,roc_auc,1.0
0,20,3,pr_auc,1.0
0,20,3,fp_per_scenario,2.0
0,20,3,fp_per_user,0.10526315789473684
0,20,3,top1,1.0
0,20,3,top3,1.0
0,20,3,top5,1.0
0,20,4,tau,0.016482863342389464
0,20,4,alpha,0.05
0,20,4,m_pred,3.0
0,20,4,acc,0.9
0,20,4,precision,0.3333333333333333
0,20,4,recall,1.0
0,20,4,f1,0.5
0,20,4,roc_auc,0.8947368421052632
0,20,4,pr_auc,0.3333333333333333
0,20,4,fp_per_scenario,2.0
0,20,4,fp_per_user,0.10526315789473684
0,20,4,top1,0.0
0,20,4,top3,1.0
0,20,4,top5,1.0
0,20,5,tau,0.010711218346841671
0,20,5,alpha,0.05
0,20,5,m_pred,3.0
0,20,5,acc,0.9
0,20,5,precision,0.3333333333333333
0,20,5,recall,1.0
0,20,5,f1,0.5
0,20,5,roc_auc,1.0
0,20,5,pr_auc,1.0
0,20,5,fp_per_scenario,2.0
0,20,5,fp_per_user,0.10526315789473684
0,20,5,top1,1.0
0,20,5,top3,1.0
0,20,5,top5,1.0
1,5,0,tau,0.03126084925606891
1,5,0,alpha,0.2
1,5,0,m_pred,3.0
1,5,0,acc,0.6
1,5,0,precision,0.3333333333333333
1,5,0,recall,1.0
1,5,0,f1,0.5
1,5,0,roc_auc,0.75
1,5,0,pr_auc,0.5
1,5,0,fp_per_scenario,2.0
1,5,0,fp_per_user,0.5
1,5,0,top1,0.0
1,5,0,top3,1.0
1,5,0,top5,1.0
1,5,1,tau,0.0398942023515702
1,5,1,alpha,0.2
1,5,1,m_pred,3.0
1,5,1,acc,0.6
1,5,1,precision,0.3333333333333333
1,5,1,recall,1.0
1,5,1,f1,0.5
1,5,1,roc_auc,1.0
1,5,1,pr_auc,1.0
1,5,1,fp_per_scenario,2.0
1,5,1,fp_per_user,0.5
1,5,1,top1,1.0
1,5,1,top3,1.0
1,5,1,top5,1.0
1,5,2,tau,0.014846012182533749
1,5,2,alpha,0.2
1,5,2,m_pred,3.0
1,5,2,acc,0.6
1,5,2,precision,0.3333333333333333
1,5,2,recall,1.0
1,5,2,f1,0.5
1,5,2,roc_auc,1.0
1,5,2,pr_auc,1.0
1,5,2,fp_per_scenario,2.0
1,5,2,fp_per_user,0.5
1,5,2,top1,1.0
1,5,2,top3,1.0
1,5,2,top5,1.0
1,5,3,tau,0.006043387204408651
1,5,3,alpha,0.2
1,5,3,m_pred,3.0
1,5,3,acc,0.6
1,5,3,precision,0.3333333333333333
1,5,3,recall,1.0
1,5,3,f1,0.5
1,5,3,roc_auc,1.0
1,5,3,pr_auc,1.0
1,5,3,fp_per_scenario,2.0
1,5,3,fp_per_user,0.5
1,5,3,top1,1.0
1,5,3,top3,1.0
1,5,3,top5,1.0
1,5,4,tau,0.0173189003020525
1,5,4,alpha,0.2
1,5,4,m_pred,3.0
1,5,4,acc,0.6
1,5,4,precision,0.3333333333333333
1,5,4,recall,1.0
1,5,4,f1,0.5
1,5,4,roc_auc,0.75
1,5,4,pr_auc,0.5
1,5,4,fp_per_scenario,2.0
1,5,4,fp_per_user,0.5
1,5,4,top1,0.0
1,5,4,top3,1.0
1,5,4,top5,1.0
1,5,5,tau,0.0035864010453224566
1,5,5,alpha,0.2
1,5,5,m_pred,3.0
1,5,5,acc,0.6
1,5,5,precision,0.3333333333333333
1,5,5,recall,1.0
1,5,5,f1,0.5
1,5,5,roc_auc,1.0
1,5,5,pr_auc,1.0
1,5,5,fp_per_scenario,2.0
1,5,5,fp_per_user,0.5
1,5,5,top1,1.0
1,5,5,top3,1.0
1,5,5,top5,1.0
1,10,0,tau,0.0819252245128157
1,10,0,alpha,0.1
1,10,0,m_pred,3.0
1,10,0,acc,0.8
1,10,0,precision,0.3333333333333333
1,10,0,recall,1.0
1,10,0,f1,0.5
1,10,0,roc_auc,0.8888888888888888
1,10,0,pr_auc,0.5
1,10,0,fp_per_scenario,2.0
1,10,0,fp_per_user,0.2222222222222222
1,10,0,top1,0.0
1,10,0,top3,1.0
1,10,0,top5,1.0
1,10,1,tau,0.03898197356611491
1,10,1,alpha,0.1
1,10,1,m_pred,3.0
1,10,1,acc,0.8
1,10,1,precision,0.3333333333333333
1,10,1,recall,1.0
1,10,1,f1,0.5
1,10,1,roc_auc,0.8888888888888888
1,10,1,pr_auc,0.5
1,10,1,fp_per_scenario,2.0
1,10,1,fp_per_user,0.2222222222222222
1,10,1,top1,0.0
1,10,1,top3,1.0
1,10,1,top5,1.0
1,10,2,tau,0.019107031449675592
1,10,2,alpha,0.1
1,10,2,m_pred,3.0
1,10,2,acc,0.8
1,10,2,precision,0.3333333333333333
1,10,2,recall,1.0
1,10,2,f1,0.5
1,10,2,roc_auc,0.7777777777777778
1,10,2,pr_auc,0.3333333333333333
1,10,2,fp_per_scenario,2.0
1,10,2,fp_per_user,0.2222222222222222
1,10,2,top1,0.0
1,10,2,top3,1.0
1,10,2,top5,1.0
1,10,3,tau,0.011736721522174805
1,10,3,alpha,0.1
1,10,3,m_pred,3.0
1,10,3,acc,0.8
1,10,3,precision,0.3333333333333333
1,10,3,recall,1.0
1,10,3,f1,0.5
1,10,3,roc_auc,0.7777777777777778
1,10,3,pr_auc,0.3333333333333333
1,10,3,fp_per_scenario,2.0
1,10,3,fp_per_user,0.2222222222222222
1,10,3,top1,0.0
1,10,3,top3,1.0
1,10,3,top5,1.0
1,10,4,tau,0.02048122708220035
1,10,4,alpha,0.1
1,10,4,m_pred,3.0
1,10,4,acc,0.8
1,10,4,precision,0.3333333333333333
1,10,4,recall,1.0
1,10,4,f1,0.5
1,10,4,roc_auc,1.0
1,10,4,pr_auc,1.0
1,10,4,fp_per_scenario,2.0
1,10,4,fp_per_user,0.2222222222222222
1,10,4,top1,1.0
1,10,4,top3,1.0
1,10,4,top5,1.0
1,10,5,tau,0.014534959162119786
1,10,5,alpha,0.1
1,10,5,m_pred,3.0
1,10,5,acc,0.8
1,10,5,precision,0.3333333333333333
1,10,5,recall,1.0
1,10,5,f1,0.5
1,10,5,roc_auc,1.0
1,10,5,pr_auc,1.0
1,10,5,fp_per_scenario,2.0
1,10,5,fp_per_user,0.2222222222222222
1,10,5,top1,1.0
1,10,5,top3,1.0
1,10,5,top5,1.0
1,20,0,tau,0.06376959793269764
1,20,0,alpha,0.05
1,20,0,m_pred,3.0
1,20,0,acc,0.9
1,20,0,precision,0.3333333333333333
1,20,0,recall,1.0
1,20,0,f1,0.5
1,20,0,roc_auc,1.0
1,20,0,pr_auc,1.0
1,20,0,fp_per_scenario,2.0
1,20,0,fp_per_user,0.10526315789473684
1,20,0,top1,1.0
1,20,0,top3,1.0
1,20,0,top5,1.0
1,20,1,tau,0.024905163003131756
1,20,1,alpha,0.05
1,20,1,m_pred,3.0
1,20,1,acc,0.9
1,20,1,precision,0.3333333333333333
1,20,1,recall,1.0
1,20,1,f1,0.5
1,20,1,roc_auc,0.8947368421052632
1,20,1,pr_auc,0.3333333333333333
1,20,1,fp_per_scenario,2.0
1,20,1,fp_per_user,0.10526315789473684
1,20,1,top1,0.0
1,20,1,top3,1.0
1,20,1,top5,1.0
1,20,2,tau,0.02348321378231049
1,20,2,alpha,0.05
1,20,2,m_pred,3.0
1,20,2,acc,0.8
1,20,2,precision,0.0
1,20,2,recall,0.0
1,20,2,f1,0.0
1,20,2,roc_auc,0.8421052631578947
1,20,2,pr_auc,0.25
1,20,2,fp_per_scenario,3.0
1,20,2,fp_per_user,0.15789473684210525
1,20,2,top1,0.0
1,20,2,top3,0.0
1,20,2,top5,1.0
1,20,3,tau,0.01821058086352423
1,20,3,alpha,0.05
1,20,3,m_pred,3.0
1,20,3,acc,0.9
1,20,3,precision,0.3333333333333333
1,20,3,recall,1.0
1,20,3,f1,0.5
1,20,3,roc_auc,0.9473684210526316
1,20,3,pr_auc,0.5
1,20,3,fp_per_scenario,2.0
1,20,3,fp_per_user,0.10526315789473684
1,20,3,top1,0.0
1,20,3,top3,1.0
1,20,3,top5,1.0
1,20,4,tau,0.016482863342389464
1,20,4,alpha,0.05
1,20,4,m_pred,3.0
1,20,4,acc,0.9
1,20,4,precision,0.3333333333333333
1,20,4,recall,1.0
1,20,4,f1,0.5
1,20,4,roc_auc,0.8947368421052632
1,20,4,pr_auc,0.3333333333333333
1,20,4,fp_per_scenario,2.0
1,20,4,fp_per_user,0.10526315789473684
1,20,4,top1,0.0
1,20,4,top3,1.0
1,20,4,top5,1.0
1,20,5,tau,0.010711218346841671
1,20,5,alpha,0.05
1,20,5,m_pred,3.0
1,20,5,acc,0.9
1,20,5,precision,0.3333333333333333
1,20,5,recall,1.0
1,20,5,f1,0.5
1,20,5,roc_auc,1.0
1,20,5,pr_auc,1.0
1,20,5,fp_per_scenario,2.0
1,20,5,fp_per_user,0.10526315789473684
1,20,5,top1,1.0
1,20,5,top3,1.0
1,20,5,top5,1.0
2,5,0,tau,0.03126084925606891
2,5,0,alpha,0.2
2,5,0,m_pred,3.0
2,5,0,acc,0.6
2,5,0,precision,0.3333333333333333
2,5,0,recall,1.0
2,5,0,f1,0.5
2,5,0,roc_auc,0.5
2,5,0,pr_auc,0.3333333333333333
2,5,0,fp_per_scenario,2.0
2,5,0,fp_per_user,0.5
2,5,0,top1,0.0
2,5,0,top3,1.0
2,5,0,top5,1.0
2,5,1,tau,0.0398942023515702
2,5,1,alpha,0.2
2,5,1,m_pred,3.0
2,5,1,acc,0.6
2,5,1,precision,0.3333333333333333
2,5,1,recall,1.0
2,5,1,f1,0.5
2,5,1,roc_auc,1.0
2,5,1,pr_auc,1.0
2,5,1,fp_per_scenario,2.0
2,5,1,fp_per_user,0.5
2,5,1,top1,1.0
2,5,1,top3,1.0
2,5,1,top5,1.0
2,5,2,tau,0.014846012182533749
2,5,2,alpha,0.2
2,5,2,m_pred,3.0
2,5,2,acc,0.6
2,5,2,precision,0.3333333333333333
2,5,2,recall,1.0
2,5,2,f1,0.5
2,5,2,roc_auc,1.0
2,5,2,pr_auc,1.0
2,5,2,fp_per_scenario,2.0
2,5,2,fp_per_user,0.5
2,5,2,top1,1.0
2,5,2,top3,1.0
2,5,2,top5,1.0
2,5,3,tau,0.006043387204408651
2,5,3,alpha,0.2
2,5,3,m_pred,3.0
2,5,3,acc,0.6
2,5,3,precision,0.3333333333333333
2,5,3,recall,1.0
2,5,3,f1,0.5
2,5,3,roc_auc,0.75
2,5,3,pr_auc,0.5
2,5,3,fp_per_scenario,2.0
2,5,3,fp_per_user,0.5
2,5,3,top1,0.0
2,5,3,top3,1.0
2,5,3,top5,1.0
2,5,4,tau,0.0173189003020525
2,5,4,alpha,0.2
2,5,4,m_pred,3.0
2,5,4,acc,0.6
2,5,4,precision,0.3333333333333333
2,5,4,recall,1.0
2,5,4,f1,0.5
2,5,4,roc_auc,1.0
2,5,4,pr_auc,1.0
2,5,4,fp_per_scenario,2.0
2,5,4,fp_per_user,0.5
2,5,4,top1,1.0
2,5,4,top3,1.0
2,5,4,top5,1.0
2,5,5,tau,0.0035864010453224566
2,5,5,alpha,0.2
2,5,5,m_pred,3.0
2,5,5,acc,0.6
2,5,5,precision,0.3333333333333333
2,5,5,recall,1.0
2,5,5,f1,0.5
2,5,5,roc_auc,1.0
2,5,5,pr_auc,1.0
2,5,5,fp_per_scenario,2.0
2,5,5,fp_per_user,0.5
2,5,5,top1,1.0
2,5,5,top3,1.0
2,5,5,top5,1.0
2,10,0,tau,0.0819252245128157
2,10,0,alpha,0.1
2,10,0,m_pred,3.0
2,10,0,acc,0.8
2,10,0,precision,0.3333333333333333
2,10,0,recall,1.0
2,10,0,f1,0.5
2,10,0,roc_auc,1.0
2,10,0,pr_auc,1.0
2,10,0,fp_per_scenario,2.0
2,10,0,fp_per_user,0.2222222222222222
2,10,0,top1,1.0
2,10,0,top3,1.0
2,10,0,top5,1.0
2,10,1,tau,0.03898197356611491
2,10,1,alpha,0.1
2,10,1,m_pred,3.0
2,10,1,acc,0.6
2,10,1,precision,0.0
2,10,1,recall,0.0
2,10,1,f1,0.0
2,10,1,roc_auc,0.5555555555555556
2,10,1,pr_auc,0.2
2,10,1,fp_per_scenario,3.0
2,10,1,fp_per_user,0.3333333333333333
2,10,1,top1,0.0
2,10,1,top3,0.0
2,10,1,top5,1.0
2,10,2,tau,0.019107031449675592
2,10,2,alpha,0.1
2,10,2,m_pred,3.0
2,10,2,acc,0.8
2,10,2,precision,0.3333333333333333
2,10,2,recall,1.0
2,10,2,f1,0.5
2,10,2,roc_auc,1.0
2,10,2,pr_auc,1.0
2,10,2,fp_per_scenario,2.0
2,10,2,fp_per_user,0.2222222222222222
2,10,2,top1,1.0
2,10,2,top3,1.0
2,10,2,top5,1.0
2,10,3,tau,0.011736721522174805
2,10,3,alpha,0.1
2,10,3,m_pred,3.0
2,10,3,acc,0.8
2,10,3,precision,0.3333333333333333
2,10,3,recall,1.0
2,10,3,f1,0.5
2,10,3,roc_auc,1.0
2,10,3,pr_auc,1.0
2,10,3,fp_per_scenario,2.0
2,10,3,fp_per_user,0.2222222222222222
2,10,3,top1,1.0
2,10,3,top3,1.0
2,10,3,top5,1.0
2,10,4,tau,0.02048122708220035
2,10,4,alpha,0.1
2,10,4,m_pred,3.0
2,10,4,acc,0.8
2,10,4,precision,0.3333333333333333
2,10,4,recall,1.0
2,10,4,f1,0.5
2,10,4,roc_auc,1.0
2,10,4,pr_auc,1.0
2,10,4,fp_per_scenario,2.0
2,10,4,fp_per_user,0.2222222222222222
2,10,4,top1,1.0
2,10,4,top3,1.0
2,10,4,top5,1.0
2,10,5,tau,0.014534959162119786
2,10,5,alpha,0.1
2,10,5,m_pred,3.0
2,10,5,acc,0.8
2,10,5,precision,0.3333333333333333
2,10,5,recall,1.0
2,10,5,f1,0.5
2,10,5,roc_auc,1.0
2,10,5,pr_auc,1.0
2,10,5,fp_per_scenario,2.0
2,10,5,fp_per_user,0.2222222222222222
2,10,5,top1,1.0
2,10,5,top3,1.0
2,10,5,top5,1.0
2,20,0,tau,0.06376959793269764
2,20,0,alpha,0.05
2,20,0,m_pred,3.0
2,20,0,acc,0.8
2,20,0,precision,0.0
2,20,0,recall,0.0
2,20,0,f1,0.0
2,20,0,roc_auc,0.8421052631578947
2,20,0,pr_auc,0.25
2,20,0,fp_per_scenario,3.0
2,20,0,fp_per_user,0.15789473684210525
2,20,0,top1,0.0
2,20,0,top3,0.0
2,20,0,top5,1.0
2,20,1,tau,0.024905163003131756
2,20,1,alpha,0.05
2,20,1,m_pred,3.0
2,20,1,acc,0.9
2,20,1,precision,0.3333333333333333
2,20,1,recall,1.0
2,20,1,f1,0.5
2,20,1,roc_auc,1.0
2,20,1,pr_auc,1.0
2,20,1,fp_per_scenario,2.0
2,20,1,fp_per_user,0.10526315789473684
2,20,1,top1,1.0
2,20,1,top3,1.0
2,20,1,top5,1.0
2,20,2,tau,0.02348321378231049
2,20,2,alpha,0.05
2,20,2,m_pred,3.0
2,20,2,acc,0.8
2,20,2,precision,0.0
2,20,2,recall,0.0
2,20,2,f1,0.0
2,20,2,roc_auc,0.8421052631578947
2,20,2,pr_auc,0.25
2,20,2,fp_per_scenario,3.0
2,20,2,fp_per_user,0.15789473684210525
2,20,2,top1,0.0
2,20,2,top3,0.0
2,20,2,top5,1.0
2,20,3,tau,0.01821058086352423
2,20,3,alpha,0.05
2,20,3,m_pred,3.0
2,20,3,acc,0.9
2,20,3,precision,0.3333333333333333
2,20,3,recall,1.0
2,20,3,f1,0.5
2,20,3,roc_auc,0.8947368421052632
2,20,3,pr_auc,0.3333333333333333
2,20,3,fp_per_scenario,2.0
2,20,3,fp_per_user,0.10526315789473684
2,20,3,top1,0.0
2,20,3,top3,1.0
2,20,3,top5,1.0
2,20,4,tau,0.016482863342389464
2,20,4,alpha,0.05
2,20,4,m_pred,3.0
2,20,4,acc,0.9
2,20,4,precision,0.3333333333333333
2,20,4,recall,1.0
2,20,4,f1,0.5
2,20,4,roc_auc,1.0
2,20,4,pr_auc,1.0
2,20,4,fp_per_scenario,2.0
2,20,4,fp_per_user,0.10526315789473684
2,20,4,top1,1.0
2,20,4,top3,1.0
2,20,4,top5,1.0
2,20,5,tau,0.010711218346841671
2,20,5,alpha,0.05
2,20,5,m_pred,3.0
2,20,5,acc,0.9
2,20,5,precision,0.3333333333333333
2,20,5,recall,1.0
2,20,5,f1,0.5
2,20,5,roc_auc,0.8947368421052632
2,20,5,pr_auc,0.3333333333333333
2,20,5,fp_per_scenario,2.0
2,20,5,fp_per_user,0.10526315789473684
2,20,5,top1,0.0
2,20,5,top3,1.0
2,20,5,top5,1.0
3,5,0,tau,0.03126084925606891
3,5,0,alpha,0.2
3,5,0,m_pred,3.0
3,5,0,acc,0.6
3,5,0,precision,0.3333333333333333
3,5,0,recall,1.0
3,5,0,f1,0.5
3,5,0,roc_auc,0.5
3,5,0,pr_auc,0.3333333333333333
3,5,0,fp_per_scenario,2.0
3,5,0,fp_per_user,0.5
3,5,0,top1,0.0
3,5,0,top3,1.0
3,5,0,top5,1.0
3,5,1,tau,0.0398942023515702
3,5,1,alpha,0.2
3,5,1,m_pred,3.0
3,5,1,acc,0.6
3,5,1,precision,0.3333333333333333
3,5,1,recall,1.0
3,5,1,f1,0.5
3,5,1,roc_auc,1.0
3,5,1,pr_auc,1.0
3,5,1,fp_per_scenario,2.0
3,5,1,fp_per_user,0.5
3,5,1,top1,1.0
3,5,1,top3,1.0
3,5,1,top5,1.0
3,5,2,tau,0.014846012182533749
3,5,2,alpha,0.2
3,5,2,m_pred,3.0
3,5,2,acc,0.6
3,5,2,precision,0.3333333333333333
3,5,2,recall,1.0
3,5,2,f1,0.5
3,5,2,roc_auc,1.0
3,5,2,pr_auc,1.0
3,5,2,fp_per_scenario,2.0
3,5,2,fp_per_user,0.5
3,5,2,top1,1.0
3,5,2,top3,1.0
3,5,2,top5,1.0
3,5,3,tau,0.006043387204408651
3,5,3,alpha,0.2
3,5,3,m_pred,3.0
3,5,3,acc,0.6
3,5,3,precision,0.3333333333333333
3,5,3,recall,1.0
3,5,3,f1,0.5
3,5,3,roc_auc,1.0
3,5,3,pr_auc,1.0
3,5,3,fp_per_scenario,2.0
3,5,3,fp_per_user,0.5
3,5,3,top1,1.0
3,5,3,top3,1.0
3,5,3,top5,1.0
3,5,4,tau,0.0173189003020525
3,5,4,alpha,0.2
3,5,4,m_pred,3.0
3,5,4,acc,0.6
3,5,4,precision,0.3333333333333333
3,5,4,recall,1.0
3,5,4,f1,0.5
3,5,4,roc_auc,1.0
3,5,4,pr_auc,1.0
3,5,4,fp_per_scenario,2.0
3,5,4,fp_per_user,0.5
3,5,4,top1,1.0
3,5,4,top3,1.0
3,5,4,top5,1.0
3,5,5,tau,0.0035864010453224566
3,5,5,alpha,0.2
3,5,5,m_pred,3.0
3,5,5,acc,0.6
3,5,5,precision,0.3333333333333333
3,5,5,recall,1.0
3,5,5,f1,0.5
3,5,5,roc_auc,0.5
3,5,5,pr_auc,0.3333333333333333
3,5,5,fp_per_scenario,2.0
3,5,5,fp_per_user,0.5
3,5,5,top1,0.0
3,5,5,top3,1.0
3,5,5,top5,1.0
3,10,0,tau,0.0819252245128157
3,10,0,alpha,0.1
3,10,0,m_pred,3.0
3,10,0,acc,0.8
3,10,0,precision,0.3333333333333333
3,10,0,recall,1.0
3,10,0,f1,0.5
3,10,0,roc_auc,0.8888888888888888
